architecture,algorithm,compiler,optimization,filename,function_name,function_address,label,num_basic_blocks,num_edges,cyclomatic_complexity,loop_count,loop_depth,branch_density,average_block_size,num_entry_exit_paths,strongly_connected_components,num_conditional_edges,num_unconditional_edges,num_loop_edges,avg_edge_branch_condition_complexplexity,instruction_count,immediate_entropy,bitwise_op_density,crypto_constant_hits,branch_condition_complexity,add_ratio,logical_ratio,load_store_ratio,xor_ratio,multiply_ratio,rotate_ratio,has_aes_sbox,rsa_bigint_detected,has_aes_rcon,has_sha_constants,rodata_refs_count,string_refs_count,stack_frame_size,bitwise_ops,crypto_like_ops,arithmetic_ops,mem_ops_ratio,function_byte_entropy,opcode_entropy,cyclomatic_complexicity_density,unique_ngram_count
riscv,ECC,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,mod_mul,00100aa2,ECC,1,1,2,0,0,0,10,0,2,0,1,0,0,10,1.594416454,0,2,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,6,0.095238095,4.469670487,2.104043718,0.2,9
riscv,ECC,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,egcd,00100abc,ECC,5,7,4,2,2,0.285714286,9.2,1,5,2,5,2,0,46,1.204817035,0.028407461,24,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,64,2,2,28,0.21,5.96637822,2.264103201,0.086956522,35
riscv,ECC,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,mod_inv,00100b30,ECC,6,9,5,3,3,0.333333333,5.5,1,8,3,6,3,0,33,0.922269012,0.034807535,22,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,48,2,2,18,0.169014085,5.773499308,2.293218422,0.151515152,31
riscv,ECC,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,point_infinity,00100b80,ECC,1,0,1,0,0,0,5,1,1,0,0,0,0,5,0.762653853,0,10,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,3,0.25,3.182005815,1.825011211,0.2,4
riscv,ECC,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,point_is_equal,00100b8e,ECC,6,6,2,0,0,0,2.666666667,3,6,3,3,0,0,16,0.409596647,0,14,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,7,0.166666667,4.662015342,2.113919632,0.125,14
riscv,ECC,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,init_demo_curve,00100bb4,ECC,1,0,1,0,0,0,12,1,1,0,0,0,0,12,1.082426004,0,10,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,7,0.233333333,4.208966083,1.643346334,0.083333333,8
riscv,ECC,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,point_double,00100bd0,ECC,7,23,18,16,16,0.695652174,13.42857143,1,13,4,19,16,0,94,1.215581711,0.028831169,28,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,0,2,2,33,0.162011173,5.882764223,2.132163989,0.191489362,43
riscv,ECC,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,point_add,00100cbe,ECC,13,31,20,18,18,0.580645161,8.846153846,1,20,6,25,18,0,115,1.182637692,0.015465304,40,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,0,2,2,51,0.199152542,6.284652199,2.255497969,0.173913043,48
riscv,ECC,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,scalar_mul,00100dd8,ECC,8,16,10,6,5,0.375,11.375,1,11,5,11,6,0,91,1.297974829,0.022809879,46,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,176,5,3,58,0.224770642,6.608413828,2.287377599,0.10989011,51
riscv,ECC,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,gen_keypair,00100eb4,ECC,3,5,4,3,3,0.6,12,1,6,1,4,3,0,36,1.301200834,0.016393443,22,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,0,2,2,23,0.189873418,5.734114233,2.254727334,0.111111111,31
riscv,ECC,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,compute_shared,00100f10,ECC,3,4,3,2,2,0.5,7.666666667,1,5,1,3,2,0,23,1.355426426,0.026315789,12,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,0,2,2,14,0.20754717,5.356558335,2.311657266,0.130434783,22
riscv,ECC,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,ecdsa_sign_toy,00100f46,ECC,8,17,11,9,9,0.529411765,9.5,1,10,5,12,9,0,76,1.103099247,0.016824526,34,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,128,2,2,45,0.2,6.331918556,2.330617573,0.144736842,44
riscv,ECC,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,ecdsa_verify_toy,101006,ECC,11,23,14,10,10,0.434782609,7.545454545,1,16,7,16,10,0,83,0.766909128,0.018347107,32,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,152,2,2,39,0.16969697,6.24861084,2.309904735,0.168674699,44
riscv,ECC,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,print_point,001010dc,Non-Crypto,3,4,3,2,2,0.5,4.333333333,0,4,1,3,2,0,13,1.039622512,0.073260073,16,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,2,0,0,2,2,7,0.111111111,4.40582225,2.109482985,0.230769231,11
riscv,ECC,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,__clzdi2,101102,ECC,5,5,2,1,1,0.2,4.4,2,4,2,3,1,0,22,1.177791074,0.108005307,12,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,4,0,0,5,3,13,0.081632653,4.850013374,2.419378211,0.090909091,17
riscv,ECC,riscv64-linux-gnu-gcc,O2,ecc_riscv_riscv64-linux-gnu-gcc_O2.elf,__umodti3,101148,ECC,69,106,39,11,8,0.103773585,3.782608696,4,66,41,65,11,0,261,0.374047788,0.105878815,146,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,6,0,0,113,68,115,0.013636364,6.264344814,3.079228368,0.149425287,151
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O3,ecc_riscv_riscv64-linux-gnu-gcc_O3.elf,FUN_00100750,100750,Non-Crypto,1,1,2,0,0,0,3,0,2,0,1,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,0,2,1,3,0.090909091,2.855388542,1.971747257,0.666666667,2
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O3,ecc_riscv_riscv64-linux-gnu-gcc_O3.elf,FUN_00100760,100760,Non-Crypto,1,1,2,0,0,0,3,0,2,0,1,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,0,2,1,3,0.090909091,2.688721876,1.971747257,0.666666667,2
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O3,ecc_riscv_riscv64-linux-gnu-gcc_O3.elf,FUN_00100770,100770,Non-Crypto,1,1,2,0,0,0,3,0,2,0,1,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,0,2,1,3,0.090909091,2.855388542,1.971747257,0.666666667,2
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O3,ecc_riscv_riscv64-linux-gnu-gcc_O3.elf,FUN_00100780,100780,Non-Crypto,1,1,2,0,0,0,3,0,2,0,1,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,0,2,1,3,0.090909091,2.688721876,1.971747257,0.666666667,2
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O3,ecc_riscv_riscv64-linux-gnu-gcc_O3.elf,FUN_00100790,100790,Non-Crypto,1,1,2,0,0,0,3,0,2,0,1,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,0,2,1,3,0.090909091,2.855388542,1.971747257,0.666666667,2
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O3,ecc_riscv_riscv64-linux-gnu-gcc_O3.elf,FUN_001007a0,001007a0,Non-Crypto,1,1,2,0,0,0,3,0,2,0,1,0,0,3,1.854067142,0.181818182,6,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,0,2,1,3,0.090909091,2.688721876,1.971747257,0.666666667,2
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O3,ecc_riscv_riscv64-linux-gnu-gcc_O3.elf,FUN_001007b0,001007b0,Non-Crypto,1,1,2,0,0,0,3,0,2,0,1,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,0,2,1,3,0.090909091,2.855388542,1.971747257,0.666666667,2
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O3,ecc_riscv_riscv64-linux-gnu-gcc_O3.elf,main,001007c0,Non-Crypto,7,38,33,13,13,0.342105263,24.57142857,1,20,3,35,13,0,172,1.925866885,0.108637222,148,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,22,0,304,25,25,91,0.092485549,5.908391842,2.098861398,0.191860465,51
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O3,ecc_riscv_riscv64-linux-gnu-gcc_O3.elf,_start,001009c0,Non-Crypto,1,3,4,1,1,0.333333333,12,0,3,0,3,1,0,12,1.722518342,0.086956522,6,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,0,2,1,4,0.086956522,4.675698135,1.910269941,0.333333333,11
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O3,ecc_riscv_riscv64-linux-gnu-gcc_O3.elf,_PREINIT_0,1.01E+05,Non-Crypto,1,0,1,0,0,0,3,1,1,0,0,0,0,3,2.160457281,0.2,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,0,0,0,1,1,2,0,2.921928095,1.921928095,0.333333333,2
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O3,ecc_riscv_riscv64-linux-gnu-gcc_O3.elf,deregister_tm_clones,001009ee,Non-Crypto,4,5,3,0,0,0,2.5,1,5,2,3,0,0,10,0.729602752,0.085714286,2,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,2,0,0,3,3,6,0.052631579,4.134334254,2.259799223,0.3,8
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O3,ecc_riscv_riscv64-linux-gnu-gcc_O3.elf,register_tm_clones,00100a10,Non-Crypto,4,5,3,0,0,0,3.75,1,5,2,3,0,0,15,0.683020513,0.10515873,8,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,2,0,0,6,4,8,0.037037037,4.561482187,2.646157985,0.2,13
riscv,Non-Crypto,riscv64-linux-gnu-gcc,O3,ecc_riscv_riscv64-linux-gnu-gcc_O3.elf,__do_global_dtors_aux,00100a3c,Non-Crypto,5,8,5,1,1,0.125,4,2,7,2,6,1,0,20,1.334092654,0.068253968,16,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,16,3,3,14,0.166666667,5.055751254,2.311358185,0.25,18
riscv,ECC,riscv64-linux-gnu-gcc,O3,ecc_riscv_riscv64-linux-gnu-gcc_O3.elf,mod_add,00100a78,ECC,3,3,2,0,0,0,1.666666667,1,3,1,2,0,0,5,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,3,0,3.521640636,2.584962501,0.4,4
riscv,ECC,riscv64-linux-gnu-gcc,O3,ecc_riscv_riscv64-linux-gnu-gcc_O3.elf,mod_sub,00100a86,ECC,3,2,1,0,0,0,3,2,3,1,1,0,0,9,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,6,0,4.039148672,2.170950594,0.111111111,6
riscv,ECC,riscv64-linux-gnu-gcc,O3,ecc_riscv_riscv64-linux-gnu-gcc_O3.elf,mod_mul,00100aa2,ECC,1,1,2,0,0,0,10,0,2,0,1,0,0,10,1.594416454,0,2,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,6,0.095238095,4.469670487,2.104043718,0.2,9
riscv,ECC,riscv64-linux-gnu-gcc,O3,ecc_riscv_riscv64-linux-gnu-gcc_O3.elf,egcd,00100abc,ECC,5,7,4,2,2,0.285714286,9.2,1,5,2,5,2,0,46,1.204817035,0.028407461,24,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,64,2,2,28,0.21,5.96637822,2.264103201,0.086956522,35
riscv,ECC,riscv64-linux-gnu-gcc,O3,ecc_riscv_riscv64-linux-gnu-gcc_O3.elf,mod_inv,00100b30,ECC,6,9,5,3,3,0.333333333,5.5,1,8,3,6,3,0,33,0.922269012,0.034807535,22,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,48,2,2,18,0.169014085,5.773499308,2.293218422,0.151515152,31
riscv,ECC,riscv64-linux-gnu-gcc,O3,ecc_riscv_riscv64-linux-gnu-gcc_O3.elf,point_infinity,00100b80,ECC,1,0,1,0,0,0,5,1,1,0,0,0,0,5,0.762653853,0,10,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,3,0.25,3.182005815,1.825011211,0.2,4
riscv,ECC,riscv64-linux-gnu-gcc,O3,ecc_riscv_riscv64-linux-gnu-gcc_O3.elf,point_is_equal,00100b8e,ECC,6,6,2,0,0,0,2.666666667,3,6,3,3,0,0,16,0.409596647,0,14,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,7,0.166666667,4.662015342,2.113919632,0.125,14
riscv,ECC,riscv64-linux-gnu-gcc,O3,ecc_riscv_riscv64-linux-gnu-gcc_O3.elf,init_demo_curve,00100bb4,ECC,1,0,1,0,0,0,12,1,1,0,0,0,0,12,1.082426004,0,10,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,7,0.233333333,4.208966083,1.643346334,0.083333333,8
riscv,ECC,riscv64-linux-gnu-gcc,O3,ecc_riscv_riscv64-linux-gnu-gcc_O3.elf,point_double,00100bd0,ECC,7,23,18,16,16,0.695652174,13.42857143,1,13,4,19,16,0,94,1.215581711,0.028831169,28,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,0,2,2,33,0.162011173,5.882764223,2.132163989,0.191489362,43
riscv,ECC,riscv64-linux-gnu-gcc,O3,ecc_riscv_riscv64-linux-gnu-gcc_O3.elf,point_add,00100cbe,ECC,13,31,20,18,18,0.580645161,8.846153846,1,20,6,25,18,0,115,1.182637692,0.015465304,40,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,0,2,2,51,0.199152542,6.284652199,2.255497969,0.173913043,48
riscv,ECC,riscv64-linux-gnu-gcc,O3,ecc_riscv_riscv64-linux-gnu-gcc_O3.elf,scalar_mul,00100dd8,ECC,8,16,10,6,5,0.375,11.375,1,11,5,11,6,0,91,1.297974829,0.022809879,46,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,176,5,3,58,0.224770642,6.608413828,2.287377599,0.10989011,51
riscv,ECC,riscv64-linux-gnu-gcc,O3,ecc_riscv_riscv64-linux-gnu-gcc_O3.elf,gen_keypair,00100eb4,ECC,3,5,4,3,3,0.6,12,1,6,1,4,3,0,36,1.301200834,0.016393443,22,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,0,2,2,23,0.189873418,5.734114233,2.254727334,0.111111111,31
riscv,ECC,riscv64-linux-gnu-gcc,O3,ecc_riscv_riscv64-linux-gnu-gcc_O3.elf,compute_shared,00100f10,ECC,3,4,3,2,2,0.5,7.666666667,1,5,1,3,2,0,23,1.355426426,0.026315789,12,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,0,2,2,14,0.20754717,5.356558335,2.311657266,0.130434783,22
riscv,ECC,riscv64-linux-gnu-gcc,O3,ecc_riscv_riscv64-linux-gnu-gcc_O3.elf,ecdsa_sign_toy,00100f46,ECC,8,17,11,9,9,0.529411765,9.5,1,10,5,12,9,0,76,1.103099247,0.016824526,34,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,128,2,2,45,0.2,6.331918556,2.330617573,0.144736842,44
riscv,ECC,riscv64-linux-gnu-gcc,O3,ecc_riscv_riscv64-linux-gnu-gcc_O3.elf,ecdsa_verify_toy,101006,ECC,11,23,14,10,10,0.434782609,7.545454545,1,16,7,16,10,0,83,0.766909128,0.018347107,32,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,152,2,2,39,0.16969697,6.24861084,2.309904735,0.168674699,44
riscv,ECC,riscv64-linux-gnu-gcc,O3,ecc_riscv_riscv64-linux-gnu-gcc_O3.elf,print_point,001010dc,Non-Crypto,3,4,3,2,2,0.5,4.333333333,0,4,1,3,2,0,13,1.039622512,0.073260073,16,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,2,0,0,2,2,7,0.111111111,4.40582225,2.109482985,0.230769231,11
riscv,ECC,riscv64-linux-gnu-gcc,O3,ecc_riscv_riscv64-linux-gnu-gcc_O3.elf,__clzdi2,101102,ECC,5,5,2,1,1,0.2,4.4,2,4,2,3,1,0,22,1.177791074,0.108005307,12,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,4,0,0,5,3,13,0.081632653,4.850013374,2.419378211,0.090909091,17
riscv,ECC,riscv64-linux-gnu-gcc,O3,ecc_riscv_riscv64-linux-gnu-gcc_O3.elf,__umodti3,101148,ECC,69,106,39,11,8,0.103773585,3.782608696,4,66,41,65,11,0,261,0.374047788,0.105878815,146,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,6,0,0,113,68,115,0.013636364,6.264344814,3.079228368,0.149425287,151
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
riscv,Non-Crypto,riscv64-linux-gnu-gcc,Os,ecc_riscv_riscv64-linux-gnu-gcc_Os.elf,FUN_00100790,100790,Non-Crypto,1,1,2,0,0,0,3,0,2,0,1,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,0,2,1,3,0.090909091,2.855388542,1.971747257,0.666666667,2
riscv,Non-Crypto,riscv64-linux-gnu-gcc,Os,ecc_riscv_riscv64-linux-gnu-gcc_Os.elf,FUN_001007a0,001007a0,Non-Crypto,1,1,2,0,0,0,3,0,2,0,1,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,0,2,1,3,0.090909091,2.688721876,1.971747257,0.666666667,2
riscv,Non-Crypto,riscv64-linux-gnu-gcc,Os,ecc_riscv_riscv64-linux-gnu-gcc_Os.elf,FUN_001007b0,001007b0,Non-Crypto,1,1,2,0,0,0,3,0,2,0,1,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,0,2,1,3,0.090909091,2.855388542,1.971747257,0.666666667,2
riscv,Non-Crypto,riscv64-linux-gnu-gcc,Os,ecc_riscv_riscv64-linux-gnu-gcc_Os.elf,FUN_001007c0,001007c0,Non-Crypto,1,1,2,0,0,0,3,0,2,0,1,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,0,2,1,3,0.090909091,2.688721876,1.971747257,0.666666667,2
riscv,Non-Crypto,riscv64-linux-gnu-gcc,Os,ecc_riscv_riscv64-linux-gnu-gcc_Os.elf,FUN_001007d0,001007d0,Non-Crypto,1,1,2,0,0,0,3,0,2,0,1,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,0,2,1,3,0.090909091,2.855388542,1.971747257,0.666666667,2
riscv,Non-Crypto,riscv64-linux-gnu-gcc,Os,ecc_riscv_riscv64-linux-gnu-gcc_Os.elf,FUN_001007e0,1.01E+03,Non-Crypto,1,1,2,0,0,0,3,0,2,0,1,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,0,2,1,3,0.090909091,2.688721876,1.971747257,0.666666667,2
riscv,Non-Crypto,riscv64-linux-gnu-gcc,Os,ecc_riscv_riscv64-linux-gnu-gcc_Os.elf,FUN_001007f0,001007f0,Non-Crypto,1,1,2,0,0,0,3,0,2,0,1,0,0,3,1.887400476,0.181818182,6,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,0,2,1,3,0.090909091,2.855388542,1.971747257,0.666666667,2
riscv,Non-Crypto,riscv64-linux-gnu-gcc,Os,ecc_riscv_riscv64-linux-gnu-gcc_Os.elf,FUN_00100800,100800,Non-Crypto,1,1,2,0,0,0,3,0,2,0,1,0,0,3,1.740438816,0.181818182,6,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,0,2,1,3,0.090909091,2.688721876,1.971747257,0.666666667,2
riscv,Non-Crypto,riscv64-linux-gnu-gcc,Os,ecc_riscv_riscv64-linux-gnu-gcc_Os.elf,main,100810,Non-Crypto,7,39,34,13,13,0.333333333,24.42857143,1,20,3,36,13,0,171,1.937616122,0.108602197,144,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,22,0,296,25,25,94,0.097142857,5.925421286,2.113867056,0.198830409,55
riscv,Non-Crypto,riscv64-linux-gnu-gcc,Os,ecc_riscv_riscv64-linux-gnu-gcc_Os.elf,_start,00100a0c,Non-Crypto,1,3,4,1,1,0.333333333,12,0,3,0,3,1,0,12,1.691315337,0.086956522,6,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,0,2,1,4,0.086956522,4.616874606,1.910269941,0.333333333,11
riscv,Non-Crypto,riscv64-linux-gnu-gcc,Os,ecc_riscv_riscv64-linux-gnu-gcc_Os.elf,_PREINIT_0,00100a2e,Non-Crypto,1,0,1,0,0,0,3,1,1,0,0,0,0,3,2.160457281,0.2,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,0,0,0,1,1,2,0,3.121928095,1.921928095,0.333333333,2
riscv,Non-Crypto,riscv64-linux-gnu-gcc,Os,ecc_riscv_riscv64-linux-gnu-gcc_Os.elf,deregister_tm_clones,00100a3a,Non-Crypto,4,5,3,0,0,0,2.5,1,5,2,3,0,0,10,0.740966389,0.085714286,2,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,2,0,0,3,3,6,0.052631579,4.134334254,2.259799223,0.3,8
riscv,Non-Crypto,riscv64-linux-gnu-gcc,Os,ecc_riscv_riscv64-linux-gnu-gcc_Os.elf,register_tm_clones,00100a5c,Non-Crypto,4,5,3,0,0,0,3.75,1,5,2,3,0,0,15,0.690846898,0.10515873,8,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,2,0,0,6,4,8,0.037037037,4.680689289,2.646157985,0.2,13
riscv,Non-Crypto,riscv64-linux-gnu-gcc,Os,ecc_riscv_riscv64-linux-gnu-gcc_Os.elf,__do_global_dtors_aux,00100a88,Non-Crypto,5,8,5,1,1,0.125,4,2,7,2,6,1,0,20,1.334092654,0.068253968,16,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,16,3,3,14,0.166666667,5.008253193,2.311358185,0.25,18
riscv,ECC,riscv64-linux-gnu-gcc,Os,ecc_riscv_riscv64-linux-gnu-gcc_Os.elf,mod_add,00100ac4,ECC,3,3,2,0,0,0,1.666666667,1,3,1,2,0,0,5,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,3,0,3.521640636,2.584962501,0.4,4
riscv,ECC,riscv64-linux-gnu-gcc,Os,ecc_riscv_riscv64-linux-gnu-gcc_Os.elf,mod_sub,00100ad2,ECC,3,2,1,0,0,0,3,2,3,1,1,0,0,9,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,6,0,4.039148672,2.170950594,0.111111111,6
riscv,ECC,riscv64-linux-gnu-gcc,Os,ecc_riscv_riscv64-linux-gnu-gcc_Os.elf,mod_mul,00100aee,ECC,1,1,2,0,0,0,10,0,2,0,1,0,0,10,1.594416454,0,2,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,6,0.095238095,4.469670487,2.104043718,0.2,9
riscv,ECC,riscv64-linux-gnu-gcc,Os,ecc_riscv_riscv64-linux-gnu-gcc_Os.elf,egcd,00100b08,ECC,5,8,5,2,2,0.25,9.2,1,5,2,6,2,0,46,1.202776219,0.028407461,24,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,64,2,2,28,0.21,5.929069291,2.264103201,0.108695652,35
riscv,ECC,riscv64-linux-gnu-gcc,Os,ecc_riscv_riscv64-linux-gnu-gcc_Os.elf,mod_inv,00100b7a,ECC,6,10,6,2,2,0.2,5.333333333,1,8,3,7,2,0,32,0.924206996,0.034688995,22,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,48,2,2,18,0.171428571,5.7325892,2.217661052,0.1875,30
riscv,ECC,riscv64-linux-gnu-gcc,Os,ecc_riscv_riscv64-linux-gnu-gcc_Os.elf,point_infinity,00100bc8,ECC,1,0,1,0,0,0,5,1,1,0,0,0,0,5,0.762653853,0,10,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,3,0.25,3.182005815,1.825011211,0.2,4
riscv,ECC,riscv64-linux-gnu-gcc,Os,ecc_riscv_riscv64-linux-gnu-gcc_Os.elf,point_is_equal,00100bd6,ECC,6,7,3,0,0,0,2.5,2,6,3,4,0,0,15,0.409596647,0,14,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,7,0.171428571,4.70451146,2.064674279,0.2,13
riscv,ECC,riscv64-linux-gnu-gcc,Os,ecc_riscv_riscv64-linux-gnu-gcc_Os.elf,init_demo_curve,00100bfa,ECC,1,0,1,0,0,0,12,1,1,0,0,0,0,12,1.082426004,0,10,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,7,0.233333333,4.208966083,1.643346334,0.083333333,8
riscv,ECC,riscv64-linux-gnu-gcc,Os,ecc_riscv_riscv64-linux-gnu-gcc_Os.elf,point_double,00100c16,ECC,7,24,19,14,14,0.583333333,13.28571429,1,13,4,20,14,0,93,1.213968779,0.028831169,28,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,1,0,0,2,2,33,0.162921348,5.892074118,2.094016184,0.204301075,42
