architecture,algorithm,compiler,optimization,filename,function_name,function_address,label,num_basic_blocks,num_edges,cyclomatic_complexity,loop_count,loop_depth,branch_density,average_block_size,num_entry_exit_paths,strongly_connected_components,num_conditional_edges,num_unconditional_edges,num_loop_edges,avg_edge_branch_condition_complexity,instruction_count,immediate_entropy,bitwise_op_density,crypto_constant_hits,branch_condition_complexity,add_ratio,logical_ratio,load_store_ratio,xor_ratio,multiply_ratio,rotate_ratio,has_aes_sbox,rsa_bigint_detected,has_aes_rcon,has_sha_constants,rodata_refs_count,string_refs_count,stack_frame_size,bitwise_ops,crypto_like_ops,arithmetic_ops,mem_ops_ratio,function_byte_entropy,opcode_entropy,cyclomatic_complexity_density,unique_ngram_count
riscv,Non-Crypto,clang,O0,rsa4096_riscv_clang_O0.elf,main,00100758,Non-Crypto,3,12,11,6,6,0.5,28.333333333333332,1,9,1,11,6,0.75,85,2.10487341805899,0.08158388803550094,94,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,10,0,136,31,22,75,0.136,5.58525194078705,2.1369891897871507,0.12941176470588237,35
riscv,RSA-4096,clang,O0,rsa4096_riscv_clang_O0.elf,rsa_generate,00100894,RSA-4096,9,22,15,9,8,0.4090909090909091,12.222222222222221,0,9,2,20,9,0.045454545454545456,110,1.5690907854092566,0.05524807729108804,118,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,7,0,128,34,21,99,0.1597444089456869,5.306199207996872,2.3290371598408774,0.13636363636363635,39
riscv,RSA-4096,clang,O0,rsa4096_riscv_clang_O0.elf,rsa_encrypt,00100a28,RSA-4096,1,1,2,0,0,0.0,16.0,0,2,0,1,0,0.0,16,2.0158340601052007,0.044444444444444446,10,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,40,2,1,15,0.2222222222222222,4.985902344426085,2.12941958112396,0.125,13
riscv,RSA-4096,clang,O0,rsa4096_riscv_clang_O0.elf,rsa_decrypt,00100a58,RSA-4096,1,1,2,0,0,0.0,16.0,0,2,0,1,0,0.0,16,2.0158340601052007,0.044444444444444446,10,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,40,2,1,15,0.2222222222222222,4.985902344426085,2.12941958112396,0.125,13
riscv,Non-Crypto,clang,O0,rsa4096_riscv_clang_O0.elf,gen_prime,00100a88,Non-Crypto,10,13,5,1,1,0.07692307692307693,4.4,1,8,2,11,1,0.3076923076923077,44,1.2369473055858689,0.03392857142857143,34,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,56,8,4,29,0.1724137931034483,5.190193795742328,2.408909636743992,0.11363636363636363,35
riscv,Non-Crypto,clang,O0,rsa4096_riscv_clang_O0.elf,egcd,00100b1e,Non-Crypto,5,6,3,1,1,0.16666666666666666,9.8,1,4,1,5,1,0.0,49,1.4471668153995407,0.006779661016949152,22,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,80,2,1,39,0.24193548387096775,5.364436374956435,2.251168514401875,0.061224489795918366,31
riscv,Non-Crypto,clang,O0,rsa4096_riscv_clang_O0.elf,inv_mod,00100bc2,Non-Crypto,8,10,4,1,1,0.1,5.125,1,9,2,8,1,0.1,41,1.350479863647005,0.005681818181818182,14,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,72,2,1,29,0.21212121212121213,5.141010458309065,2.263996510075582,0.0975609756097561,30
riscv,Non-Crypto,clang,O0,rsa4096_riscv_clang_O0.elf,rand_in_range,00100c4e,Non-Crypto,5,7,4,2,2,0.2857142857142857,7.8,1,6,1,6,2,0.0,39,1.5170613443560814,0.025925925925925925,16,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,64,6,4,31,0.21428571428571427,5.1502143926142585,2.4977200025056665,0.10256410256410256,29
riscv,Non-Crypto,clang,O0,rsa4096_riscv_clang_O0.elf,is_prime_mr,00100cd0,Non-Crypto,44,57,15,4,2,0.07017543859649122,3.7954545454545454,1,19,12,45,4,0.05263157894736842,167,1.0568416304875106,0.012751877751877751,106,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,9,0,144,12,9,99,0.18814432989690721,5.563568111305286,2.3638544238175765,0.08982035928143713,63
riscv,Non-Crypto,clang,O0,rsa4096_riscv_clang_O0.elf,pow_mod,00100f0a,Non-Crypto,8,11,5,1,1,0.09090909090909091,5.625,1,4,2,9,1,0.09090909090909091,45,1.3256089686098205,0.038293650793650796,32,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,48,6,3,31,0.20175438596491227,5.1002462194899065,2.4207839342683717,0.1111111111111111,30
riscv,Non-Crypto,clang,O0,rsa4096_riscv_clang_O0.elf,mul_mod,00100fa2,Non-Crypto,1,1,2,0,0,0.0,19.0,0,2,0,1,0,0.0,19,1.93960810923028,0.038461538461538464,12,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,40,2,1,17,0.19230769230769232,5.183508314459232,2.201783266352209,0.10526315789473684,17
riscv,Non-Crypto,clang,O0,rsa4096_riscv_clang_O0.elf,__umodti3,00100fdc,Non-Crypto,69,106,39,11,8,0.10377358490566038,3.782608695652174,4,66,41,65,11,0.32075471698113206,261,0.36265008378758284,0.10587881547146699,146,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,6,0,0,113,68,115,0.013636363636363636,6.253502133758126,3.0792283679566226,0.14942528735632185,151
riscv,Non-Crypto,clang,O1,rsa4096_riscv_clang_O1.elf,FUN_00100680,00100680,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,1,0,0.0,3,1.8874004757140457,0.18181818181818182,6,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1,0,0,2,1,3,0.09090909090909091,2.8553885422075336,1.971747257128181,0.6666666666666666,2
riscv,Non-Crypto,clang,O1,rsa4096_riscv_clang_O1.elf,FUN_00100690,00100690,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,1,0,0.0,3,1.8540671423807122,0.18181818181818182,6,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1,0,0,2,1,3,0.09090909090909091,2.688721875540867,1.971747257128181,0.6666666666666666,2
riscv,Non-Crypto,clang,O1,rsa4096_riscv_clang_O1.elf,FUN_001006a0,001006a0,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,1,0,0.0,3,1.8874004757140457,0.18181818181818182,6,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1,0,0,2,1,3,0.09090909090909091,2.8553885422075336,1.971747257128181,0.6666666666666666,2
riscv,Non-Crypto,clang,O1,rsa4096_riscv_clang_O1.elf,FUN_001006b0,001006b0,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,1,0,0.0,3,1.8874004757140457,0.18181818181818182,6,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1,0,0,2,1,3,0.09090909090909091,2.688721875540867,1.971747257128181,0.6666666666666666,2
riscv,Non-Crypto,clang,O1,rsa4096_riscv_clang_O1.elf,FUN_001006c0,001006c0,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,1,0,0.0,3,1.8874004757140457,0.18181818181818182,6,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1,0,0,2,1,3,0.09090909090909091,2.8553885422075336,1.971747257128181,0.6666666666666666,2
riscv,Non-Crypto,clang,O1,rsa4096_riscv_clang_O1.elf,FUN_001006d0,001006d0,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,1,0,0.0,3,1.8874004757140455,0.18181818181818182,6,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1,0,0,2,1,3,0.09090909090909091,2.688721875540867,1.971747257128181,0.6666666666666666,2
riscv,Non-Crypto,clang,O1,rsa4096_riscv_clang_O1.elf,_start,001006e0,Non-Crypto,1,3,4,1,1,0.3333333333333333,12.0,0,3,0,3,1,0.0,12,1.8629858340848982,0.08695652173913043,6,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1,0,0,2,1,4,0.08695652173913043,4.616874605956221,1.9102699414555262,0.3333333333333333,11
riscv,Non-Crypto,clang,O1,rsa4096_riscv_clang_O1.elf,_PREINIT_0,00100702,Non-Crypto,1,0,1,0,0,0.0,3.0,1,1,0,0,0,0.0,3,1.303515793128299,0.2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,0,1,1,2,0.0,3.121928094887362,1.9219280948873623,0.3333333333333333,2
riscv,Non-Crypto,clang,O1,rsa4096_riscv_clang_O1.elf,deregister_tm_clones,0010070e,Non-Crypto,4,5,3,0,0,0.0,2.5,1,5,2,3,0,0.0,10,1.0342428686443523,0.08571428571428572,2,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,2,0,0,3,3,6,0.05263157894736842,4.215360357297302,2.2597992234005675,0.3,8
riscv,Non-Crypto,clang,O1,rsa4096_riscv_clang_O1.elf,register_tm_clones,00100730,Non-Crypto,4,5,3,0,0,0.0,3.75,1,5,2,3,0,0.0,15,0.9466680105992764,0.10515873015873016,8,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,2,0,0,6,4,8,0.037037037037037035,4.481714572986072,2.6461579847728203,0.2,13
riscv,Non-Crypto,clang,O1,rsa4096_riscv_clang_O1.elf,__do_global_dtors_aux,0010075c,Non-Crypto,5,8,5,1,1,0.125,4.0,2,7,2,6,1,0.0,20,1.5674994275204086,0.06825396825396826,16,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1,0,16,3,3,14,0.16666666666666666,5.021268494903765,2.3113581852420246,0.25,18
riscv,Non-Crypto,clang,O1,rsa4096_riscv_clang_O1.elf,main,00100798,Non-Crypto,4,13,11,6,6,0.46153846153846156,15.5,1,10,1,12,6,0.6923076923076923,62,2.0653340323792193,0.1868006993006993,94,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,6,0,0,28,19,47,0.059880239520958084,5.103037097384998,2.0719755372025,0.1774193548387097,34
riscv,RSA-4096,clang,O1,rsa4096_riscv_clang_O1.elf,rsa_generate,0010085c,RSA-4096,6,20,16,7,7,0.35,16.666666666666668,0,11,3,17,7,0.2,100,1.297577491082431,0.12506257822277847,112,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,7,0,0,37,24,70,0.07874015748031496,5.611623982008179,2.1040002580378014,0.16,38
riscv,RSA-4096,clang,O1,rsa4096_riscv_clang_O1.elf,rsa_encrypt,00100994,RSA-4096,1,1,2,0,0,0.0,10.0,0,2,0,1,0,0.0,10,1.9754891162627817,0.11538461538461539,8,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,0,3,2,7,0.07692307692307693,4.494680368408908,2.0174704569781143,0.2,9
riscv,RSA-4096,clang,O1,rsa4096_riscv_clang_O1.elf,rsa_decrypt,001009b0,RSA-4096,1,1,2,0,0,0.0,10.0,0,2,0,1,0,0.0,10,1.7236789645417854,0.09090909090909091,6,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,0,2,1,6,0.09090909090909091,4.136842188131013,2.024726036394697,0.2,8
riscv,Non-Crypto,clang,O1,rsa4096_riscv_clang_O1.elf,gen_prime,001009c8,Non-Crypto,7,11,6,1,1,0.09090909090909091,5.428571428571429,1,6,3,8,1,0.2727272727272727,38,0.6789886642394961,0.042006802721088435,38,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,0,8,4,22,0.14736842105263157,5.707046570418282,2.199002681490533,0.15789473684210525,23
riscv,Non-Crypto,clang,O1,rsa4096_riscv_clang_O1.elf,egcd,00100a24,Non-Crypto,4,5,3,1,1,0.2,8.75,1,3,1,4,1,0.0,35,1.1468858375526763,0.015625,26,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,48,2,1,23,0.1891891891891892,5.568126119554476,2.368637179686314,0.08571428571428572,27
riscv,Non-Crypto,clang,O1,rsa4096_riscv_clang_O1.elf,inv_mod,00100a7e,Non-Crypto,5,7,4,1,1,0.14285714285714285,4.0,1,6,2,5,1,0.14285714285714285,20,0.7211581191642348,0.016666666666666666,14,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,0,2,1,11,0.11627906976744186,4.878562939644918,2.1926065875968024,0.2,19
riscv,Non-Crypto,clang,O1,rsa4096_riscv_clang_O1.elf,rand_in_range,00100ab0,Non-Crypto,4,6,4,2,2,0.3333333333333333,6.25,1,5,1,5,2,0.0,25,1.4174864196896868,0.11458333333333334,18,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,32,7,5,18,0.13114754098360656,5.455550738963109,2.552107751589639,0.16,19
riscv,Non-Crypto,clang,O1,rsa4096_riscv_clang_O1.elf,is_prime_mr,00100af6,Non-Crypto,34,56,24,8,7,0.14285714285714285,3.6176470588235294,1,18,20,36,8,0.16071428571428573,123,0.44116955743667213,0.05420528817587641,126,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,5,0,0,16,10,50,0.10526315789473684,6.476156922512163,2.221836069938241,0.1951219512195122,72
riscv,Non-Crypto,clang,O1,rsa4096_riscv_clang_O1.elf,pow_mod,00100c3c,Non-Crypto,7,11,6,2,2,0.18181818181818182,5.857142857142857,1,6,3,8,2,0.18181818181818182,41,0.8950369714900754,0.07733516483516485,42,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,48,6,3,19,0.13793103448275862,5.539625696806118,2.3072772170098372,0.14634146341463414,25
riscv,Non-Crypto,clang,O1,rsa4096_riscv_clang_O1.elf,mul_mod,00100c9e,Non-Crypto,1,1,2,0,0,0.0,11.0,0,2,0,1,0,0.0,11,1.5209232415156282,0.07407407407407407,8,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,0,2,1,8,0.07407407407407407,4.306890595608519,2.1321932831585277,0.18181818181818182,10
riscv,Non-Crypto,clang,O1,rsa4096_riscv_clang_O1.elf,__umodti3,00100cbc,Non-Crypto,69,106,39,11,8,0.10377358490566038,3.782608695652174,4,66,41,65,11,0.32075471698113206,261,0.354627715007312,0.10587881547146699,146,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,6,0,0,113,68,115,0.013636363636363636,6.2603026780352184,3.0792283679566226,0.14942528735632185,151
riscv,Non-Crypto,clang,O2,rsa4096_riscv_clang_O2.elf,FUN_00100680,00100680,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,1,0,0.0,3,1.8874004757140457,0.18181818181818182,6,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1,0,0,2,1,3,0.09090909090909091,2.8553885422075336,1.971747257128181,0.6666666666666666,2
riscv,Non-Crypto,clang,O2,rsa4096_riscv_clang_O2.elf,FUN_00100690,00100690,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,1,0,0.0,3,1.8540671423807122,0.18181818181818182,6,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1,0,0,2,1,3,0.09090909090909091,2.688721875540867,1.971747257128181,0.6666666666666666,2
riscv,Non-Crypto,clang,O2,rsa4096_riscv_clang_O2.elf,FUN_001006a0,001006a0,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,1,0,0.0,3,1.8874004757140457,0.18181818181818182,6,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1,0,0,2,1,3,0.09090909090909091,2.8553885422075336,1.971747257128181,0.6666666666666666,2
riscv,Non-Crypto,clang,O2,rsa4096_riscv_clang_O2.elf,FUN_001006b0,001006b0,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,1,0,0.0,3,1.8874004757140457,0.18181818181818182,6,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1,0,0,2,1,3,0.09090909090909091,2.688721875540867,1.971747257128181,0.6666666666666666,2
riscv,Non-Crypto,clang,O2,rsa4096_riscv_clang_O2.elf,FUN_001006c0,001006c0,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,1,0,0.0,3,1.8874004757140457,0.18181818181818182,6,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1,0,0,2,1,3,0.09090909090909091,2.8553885422075336,1.971747257128181,0.6666666666666666,2
riscv,Non-Crypto,clang,O2,rsa4096_riscv_clang_O2.elf,FUN_001006d0,001006d0,Non-Crypto,1,1,2,0,0,0.0,3.0,0,2,0,1,0,0.0,3,1.8874004757140455,0.18181818181818182,6,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1,0,0,2,1,3,0.09090909090909091,2.688721875540867,1.971747257128181,0.6666666666666666,2
riscv,Non-Crypto,clang,O2,rsa4096_riscv_clang_O2.elf,_start,001006e0,Non-Crypto,1,3,4,1,1,0.3333333333333333,12.0,0,3,0,3,1,0.0,12,1.8629858340848982,0.08695652173913043,6,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1,0,0,2,1,4,0.08695652173913043,4.616874605956221,1.9102699414555262,0.3333333333333333,11
riscv,Non-Crypto,clang,O2,rsa4096_riscv_clang_O2.elf,_PREINIT_0,00100702,Non-Crypto,1,0,1,0,0,0.0,3.0,1,1,0,0,0,0.0,3,1.303515793128299,0.2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,0,1,1,2,0.0,3.121928094887362,1.9219280948873623,0.3333333333333333,2
riscv,Non-Crypto,clang,O2,rsa4096_riscv_clang_O2.elf,deregister_tm_clones,0010070e,Non-Crypto,4,5,3,0,0,0.0,2.5,1,5,2,3,0,0.0,10,1.0342428686443523,0.08571428571428572,2,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,2,0,0,3,3,6,0.05263157894736842,4.215360357297302,2.2597992234005675,0.3,8
riscv,Non-Crypto,clang,O2,rsa4096_riscv_clang_O2.elf,register_tm_clones,00100730,Non-Crypto,4,5,3,0,0,0.0,3.75,1,5,2,3,0,0.0,15,0.9466680105992764,0.10515873015873016,8,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,2,0,0,6,4,8,0.037037037037037035,4.481714572986072,2.6461579847728203,0.2,13
riscv,Non-Crypto,clang,O2,rsa4096_riscv_clang_O2.elf,__do_global_dtors_aux,0010075c,Non-Crypto,5,8,5,1,1,0.125,4.0,2,7,2,6,1,0.0,20,1.5674994275204086,0.06825396825396826,16,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,1,0,16,3,3,14,0.16666666666666666,5.0557512535244555,2.3113581852420246,0.25,18
riscv,Non-Crypto,clang,O2,rsa4096_riscv_clang_O2.elf,main,00100798,Non-Crypto,4,13,11,6,6,0.46153846153846156,15.5,1,10,1,12,6,0.6923076923076923,62,2.065625269841474,0.1868006993006993,94,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,6,0,0,28,19,47,0.059880239520958084,5.135339540369778,2.0719755372025,0.1774193548387097,34
riscv,RSA-4096,clang,O2,rsa4096_riscv_clang_O2.elf,rsa_generate,0010085c,RSA-4096,6,20,16,7,7,0.35,16.666666666666668,0,11,3,17,7,0.2,100,1.32719760435251,0.12506257822277847,124,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,7,0,0,37,24,70,0.07874015748031496,5.612207879667208,2.1040002580378014,0.16,38
riscv,RSA-4096,clang,O2,rsa4096_riscv_clang_O2.elf,rsa_encrypt,00100994,RSA-4096,1,1,2,0,0,0.0,7.0,0,2,0,1,0,0.0,7,1.920733809047379,0.1875,8,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,0,3,2,3,0.0,4.1523912776298655,1.5016144718101818,0.2857142857142857,5
riscv,RSA-4096,clang,O2,rsa4096_riscv_clang_O2.elf,rsa_decrypt,001009aa,RSA-4096,1,1,2,0,0,0.0,5.0,0,2,0,1,0,0.0,5,1.2565514220339902,0.2,6,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,0,2,1,2,0.0,3.182005814760214,1.5709505944546687,0.4,3
riscv,Non-Crypto,clang,O2,rsa4096_riscv_clang_O2.elf,gen_prime,001009b8,Non-Crypto,5,8,5,1,1,0.125,6.8,1,6,2,6,1,0.375,34,0.930956597513382,0.060416666666666674,36,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,48,8,4,20,0.13953488372093023,5.444118131210374,2.1845496807649893,0.14705882352941177,21
riscv,Non-Crypto,clang,O2,rsa4096_riscv_clang_O2.elf,egcd,00100a0c,Non-Crypto,4,5,3,1,1,0.2,8.75,1,3,1,4,1,0.0,35,1.1468858375526763,0.015625,26,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,48,2,1,23,0.1891891891891892,5.568126119554476,2.368637179686314,0.08571428571428572,27
riscv,Non-Crypto,clang,O2,rsa4096_riscv_clang_O2.elf,inv_mod,00100a66,Non-Crypto,5,7,4,1,1,0.14285714285714285,4.0,1,6,2,5,1,0.14285714285714285,20,0.7211581191642348,0.016666666666666666,14,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,0,2,1,11,0.11627906976744186,4.878562939644918,2.1926065875968024,0.2,19
riscv,Non-Crypto,clang,O2,rsa4096_riscv_clang_O2.elf,rand_in_range,00100a98,Non-Crypto,4,6,4,2,2,0.3333333333333333,6.25,1,5,1,5,2,0.0,25,1.42269475302302,0.11458333333333334,18,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,32,7,5,18,0.13114754098360656,5.468359266852248,2.552107751589639,0.16,19
riscv,Non-Crypto,clang,O2,rsa4096_riscv_clang_O2.elf,is_prime_mr,00100ade,Non-Crypto,37,68,33,7,6,0.10294117647058823,4.864864864864865,1,33,30,38,7,0.10294117647058823,180,0.8122374463127895,0.059414464785308777,132,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,3,0,80,32,26,106,0.10594315245478036,5.938508353949544,2.3614676774595966,0.18333333333333332,62
riscv,Non-Crypto,clang,O2,rsa4096_riscv_clang_O2.elf,pow_mod,00100d00,Non-Crypto,7,11,6,2,2,0.18181818181818182,5.857142857142857,1,6,3,8,2,0.18181818181818182,41,0.9115497836908554,0.07733516483516485,42,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,48,6,3,19,0.13793103448275862,5.539625696806118,2.3072772170098372,0.14634146341463414,25
riscv,Non-Crypto,clang,O2,rsa4096_riscv_clang_O2.elf,mul_mod,00100d62,Non-Crypto,1,1,2,0,0,0.0,11.0,0,2,0,1,0,0.0,11,1.5474125444210465,0.07407407407407407,8,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0,0,0,2,1,8,0.07407407407407407,4.306890595608519,2.1321932831585277,0.18181818181818182,10
riscv,Non-Crypto,clang,O2,rsa4096_riscv_clang_O2.elf,__umodti3,00100d80,Non-Crypto,69,106,39,11,8,0.10377358490566038,3.782608695652174,4,66,41,65,11,0.32075471698113206,261,0.35399247648021936,0.10587881547146699,146,0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,6,0,0,113,68,115,0.013636363636363636,6.259642046679041,3.0792283679566226,0.14942528735632185,151
